sehir,isim,ilce,tel,adres
Zonguldak İli,Çantaş,Ereğli,3163837,Erdemir Cad. No:152
Zonguldak İli,Pizza Hadigari,Ereğli,3164814,Bozkuş Pasajı K:2 D:25
Zonguldak İli,Cadde Kafe,Ereğli,03723239392,Muftu Mahallesi Ibrahim efe cad.No17
Zonguldak İli,Köfteli,Ereğli,3222103,"Erdemir Cad. Ereylin Alışveriş Merkezi No:160 K:1 D:71 Bağlık, Karadeniz"
Zonguldak İli,Pizza Pizza,Ereğli,7103555,Pınar Mah. Rasim Erel Cad. Eczacı Sami Sok.
Zonguldak İli,Polis Evi Restaurant,Ereğli,3227032,Sahil Bulv. No:96
Zonguldak İli,Fazilet Lokantası,Ereğli,3163962,Yurt Dükkanları No:24
Zonguldak İli,Arı Pide Salonu,Ereğli,3230013,"Müftü Mah. Yukarı Ateş Ahmet Sok. No:9 Bağlık, Karadeniz"
Zonguldak İli,Sokak Dürüm,Ereğli,3161792,Çetin Apatay Bulv.
Zonguldak İli,Saklı Bahçe Ev Yemekleri,Ereğli,3238686,Erdemir Cad. No:146 Ereğli Merkez
Zonguldak İli,Romantique Cafe & Restaurant,Ereğli,3123434,Ofis Yolu Atatürk Bulv. Elif Otel No:7
Zonguldak İli,Plaj Restaurant,Ereğli,3659094,Göktepe Mervealti Mevki Belediye Plaj Tesisleri
Zonguldak İli,Bozkurt Lokantası,Ereğli,03723162880,Pazar Yeri Belediye Dükkanları No:67
Zonguldak İli,Addis,Ereğli,372-3220786,Bozhane Balıkçı Barınakları Ereğli Merkez
Zonguldak İli,Şirin Burger,Ereğli,3236414,"Müftü Mah. Hamam Arası Sok. No:9 Bağlık, Karadeniz"
Zonguldak İli,Meşhur Adıyaman Çiğ Köftecisi Ömer Usta,Ereğli,7103720,Istasyon Cad. Öz Bayburt İş Hanı No:51 D:14
Zonguldak İli,Light food,Ereğli,03723225555,Light food
Rize İli,Çinçiva Kafe,Çamlıhemşin,+(90)4646533055,Senyuva Koyu
Rize İli,Bereket Balık Lokantası,Rize,2462708,"Hamidiye Mah. Deniz Cad. Gündoğdu, Rize Merkez"
Rize İli,Buluş Lokantası,Rize,5321440,Sanayi Çarşısı 1. Blok No:34 Çayeli Merkez
Rize İli,Altın Tabak Pide Salonu,Rize,2172119,Yeniköy Mah. Pazar Sok. No:5/A
Rize İli,Kaçkar Lokantası,Rize,6121303,10 Mart Cad. No:9 Pazar Merkez
Rize İli,Boğaz Büfe,Rize,2236701,Fener Mah. Atatürk Cad. No:3/D
Rize İli,Lizora Büfe,Rize,2177122,Eminettin Mah. Rize Merkez
Rize İli,Öz Balık Lokantası,Rize,2149272,Sahil Dolgu Alanı Rize Merkez
Rize İli,Sanayi Et Lokantası,Rize,2260634,Engindere Mah. Sanayi Sitesi D:149 Rize Merkez
Rize İli,Taşkın Et Köfte,Rize,2171874,Cengiz Topel Cad. Barbaros Sok. No:6/A Rize Merkez
Rize İli,Tortum Çağ Kebap,Rize,2133670,Kamburoğlu Sok. Rize Merkez
Rize İli,Yörem Köfte Salonu,Rize,3113094,Sahil Cad. No:53 Derepazarı Merkez
Rize İli,Yıldız Lokantası,Rize,5325323,Niyazi Çavuşoğlu Cad. No:1 Çayeli Merkez
Rize İli,Yesilköy Büfe,Rize,2133163,Islam Pağa Mah. Şehitler Cad. Kayıkçı İş Merkezi K:Zemin
Rize İli,Alperen Büfe,Rize,2131717,Aktepe Cd
Rize İli,Şafak Pide,Rize,2179959,Müftü Mah. Atatürk Cad. No:544 Rize Merkez
Rize İli,Yerim Fast Food,Rize,217 4455,Yenikoy Mah. Yali Cad. Menderes Bulv. No.1
Rize İli,Has Burger,Rize,2147777,Adliye Cad. No:8
Rize İli,Antep Sofrası,Rize,2462626,"Taşlıdere Mah. Gündoğdu, Rize Merkez"
Rize İli,Berat Pide ve Lahmacun,Rize,2147746,Cumhuriyet Cad. Rize Merkez
Rize İli,Beybaba Lokantası,Rize,2121818,Abdi İpekçi Cad. No:15 Rize Merkez
Rize İli,Çaykent Lokantası,Rize,2145120,Ekrem Orhon Mah. No:10 Rize Merkez
Rize İli,Doyuran Pide ve Börek Salonu,Rize,5320990,Namık Kemal Meydanı No:2/A Çayeli Merkez
Rize İli,Ekodanitap Natural Life Restaurant,Rize,6517787,Aşağı Çamlıca Yolu Sapağı 1. Km
Rize İli,Kahraman Lokantası,Rize,2132623,Ekrem Orhon Mah. Kemalyeri Cad. No:1 Rize Merkez
Rize İli,Yemek Evi,Rize,2146660,Çarşı Mah. Kazım Karabekir Cad. No:12 Rize Merkez
Rize İli,Mis Lahmacun,Rize,2172002,Cumhuriyet Cad. Rize Merkez
Rize İli,Ufuk Pide ve Kebap Salonu,Rize,5112256,Merkez Mah. Cumhuriyet Cad. No:60
Rize İli,Park Lokantası,Rize,6517526,Merkez Mah. Rize Merkez
Rize İli,Yeni Hal Lokantası,Rize,2260989,Engindere Mah. No:5 Rize Merkez
Rize İli,Olta Balik,Rize,4642462115,Hamidiye Mah. Eski Gundogdu Belediye Binasi Alti Merkez
Rize İli,Çağrı Pide ve Kebap,Rize,2463464,Engindere Mah. No:1 Rize Merkez
Rize İli,Liva Cafe,Rize,5114800,Fındıklı Mah. Irfan Ataç Cad.
Rize İli,Lezzet Pide Salonu,Rize,2140567,Ekrem Orhon Mah. Hanımeli Sok. No:26 Rize Merkez
Rize İli,Sultanim Pide Kebap,Rize,2132153,Yan Sehitlik Sok.
Rize İli,Halil Ibrahim Restaurant,Rize,2121292,Yenikoy Mah. Meydan Cad. Bakircilar Sok. No:4
Rize İli,Saimin Yeri cafe,Rize,904645113084,"Cumhuriyet Caddesi (Ziraat BankasI KarsIsI), FIndIklI"
Rize İli,Pinar Butik Otel Restaurant,Rize,530 941 50 71,Camlihemsin Yolu Uzeri Akkaya Koyu Pinar Butik Otel
Rize İli,Topaloğlu Büfe,Rize,2172155,Cumhuriyet Cad. No:186
Rize İli,Çiğköftem,Rize,2143698,Cumhuriyet Cad. Mataracı İş Hanı K:Zemin
Rize İli,Beğendik Burger,Rize,2170616,Çarşı Mah. Deniz Cad. No:27/B Rize Merkez
Rize İli,Şehir Lokantası,Rize,4161079,Cumhuriyet Cad. İkizdere Merkez
Rize İli,Köşk Büfe,Rize,2122233,Deniz Cad. No:1 Rize Merkez
Rize İli,Didim Fast Food,Rize,2132333,Cumhuriyet Cad. No:458
Rize İli,Rize Şehir Kulübü,Rize,2145396,Çarşı Mah. Anafartalar Sok. No:14
Rize İli,Eren Büfe,Rize,2145414,Atatürk Cad. No:462
Rize İli,Gozde Fast Food,Rize,213 2068,Cumhuriyet Cad.
Rize İli,Kalegon Restaurant,Rize,6572135,Ayder Yaylası Kalegon Butik Hotel
Rize İli,Rize Balıkçılık,Rize,2175422,Kamburoğlu Sok. No:9 Rize Merkez
Rize İli,Arıcı Pide ve Lahmacun Salonu,Rize,2177976,Gülbahar Mah. Atatürk Cad. Şirin Sok.
Rize İli,Vitamin Lokantası,Rize,2131019,Eminettin Mah. No:250 Rize Merkez
Rize İli,İskele Lokantası,Rize,6126222,Karadeniz Cad. Kadıoğlu İş Merkezi No:41/E Pazar Merkez
Rize İli,Bambi Cafe,Rize,2171144,Portakallık Mah. Menderes Bulv. No:390
Rize İli,Çiçek Izgara,Rize,2149861,Halikoğlu Cad. No:3/C Rize Merkez
Rize İli,Denizalp Sağlık Lokantası,Rize,2149112,Çarşı Mah. Fevzi Çakmak Cad. Rize Merkez
Rize İli,Aliş Çay Evi,Rize,2149116,Yeniköy Mah. No:35/C Rize Merkez
Rize İli,Bizim Cafe,Rize,532 8485,Ishakoglu Cad. Cayeli Merkez
Rize İli,Okyanus Balıkçılık,Rize,5326777,Liman İçi İskele Cad. Çayeli Merkez
Rize İli,Akpınar Lokantası,Rize,2260211,Engindere Mah. Menderes Mah. No:676/A Rize Merkez
Rize İli,Örek Köfte Salonu,Rize,+90 464 6126552,Atatürk Cad. Yeşil Sok.
Rize İli,Ekşioğlu Büfe,Rize,2236300,Eminettin Mah. Lokman Hekim Sok. Rize Merkez
Rize İli,Acil Büfe,Rize,2234840,Eminettin Mah. Lokman Hekim Sok. No:4 Rize Merkez
Rize İli,Atat İşkembe Salonu,Rize,5323949,Hopa Cad. Rize Merkez
Rize İli,Ilgın Ocakbaşı,Rize,6122217,Karadeniz Cad. No:55/B
Rize İli,Favori Fast Food,Rize,2149988,Atatürk Cad. Rize İş Hanı No:315/B Rize Merkez
Rize İli,Reyhan Büfe,Rize,2140742,Atatürk Cad. Mete Han İş Hanı Rize Merkez
Rize İli,Yayla Evi,Rize,2175359,Ekrem Orhon Mah. Menderes Bulv. Rize Merkez
Rize İli,Cağ Kebap,Rize,2131603,Eminettin Mah. Lokman Hekim Sok. Rize Merkez
Rize İli,Bizim Soframız,Rize,5327332,Okullar Cad. No:39 Rize Merkez
Rize İli,Büyükçınar Lokantası,Rize,2236861,Eminettin Mah. Lokman Hekim Sok. No:4/B Rize Merkez
Rize İli,Doyum,Rize,5328810,Niyazi Çavuş Oğlu Cad. No:11 Çayeli Merkez
Rize İli,Bereket Döner,Rize,2174040,Atatürk Cad. No:305
Rize İli,Çınar Kebap Salonu,Rize,2171139,Yeniköy Mah. Atatürk Cad. No:410 Rize Merkez
Rize İli,Nazar Döner İskender,Rize,7154838,Atatürk Cad. Rize Merkez
Rize İli,Sahil Pide Salonu,Rize,3112065,Sahil Cad. Derepazarı Merkez
Rize İli,İkram Pide Salonu,Rize,2146151,Yeniköy Mah. Meydan Cad. No:35 Rize Merkez
Rize İli,Atom Tost,Rize,2123040,Tophane Mah. Cumhuriyet Cad. Kültür Binası No:129
Rize İli,Öz Kardeşler Burma Kadayıf,Rize,2121374,Atatürk Cad. Rize Merkez
Rize İli,Uzunoğlu Lahmacun,Rize,2121999,Cumhuriyet Cad. No:17 Rize Merkez
Rize İli,Kuspuni Restaurant & Cafe,Rize,657 2052,Yukari Ambarlik Mevki Kuspuni Dag Evi Ayder
Rize İli,Kristal Pizza,Rize,6125637,Karadeniz Cad.
Rize İli,Yedoy Kumrucu,Rize,2122949,Atatürk Cad. No:412/B Rize Merkez
Rize İli,Rizini balik lokantasi,Rize,+(90)4642141536,Meydan caddesi no 38 a
Rize İli,Iskele Cafe,Rize,05439268887,Park Ici Yollar
Rize İli,Köşem Kebap,Rize,2172588,Yeniköy Mah. Cumhuriyet Cad. No:169 Rize Merkez
Rize İli,Anver Restoran,Rize,2234444,Ali Paşa Köyü Dedeman Rize Rize Merkez
Rize İli,Savarona Cafe,Rize,2149357,"Dasu Mah. Tepeüstü Sok. No:16 Rize Merkez, Rize Merkez"
Rize İli,Anadolu Kır Pidesi,Rize,2120120,Atatürk Cad. No:425/A Rize Merkez
Rize İli,Bereket Izgara,Rize,214 2350,Tophane Mah. Canakkale Cad. No.1/A
Rize İli,Boğaziçi Balık Lokantası,Rize,2144206,Yeniköy Mah. Menderes Bulv. No:73 Rize Merkez
Rize İli,Liman Lokantası,Rize,5327627,Yeni Cami Meydanı No:6 Çayeli Merkez
Rize İli,Dedemin Bağı Lokantası,Rize,2236787,Reşadiye Mah. Rize Merkez
Rize İli,Güneş Pide Salonu,Ardeşen,7154676,Atatürk Cad. Ardeşen Merkez
Rize İli,İrem Büfe,Ardeşen,1757596,Deniz Cad. No:3 Ardeşen Merkez
Rize İli,Osmanli Bufe,Ardeşen,715 4600,Ataturk Cad.
Rize İli,Ufuk Büfe,Ardeşen,7151938,Atatürk Cad. No:142 Ardeşen Merkez
Rize İli,Üçkan Büfe,Ardeşen,7157094,Atatürk Cad. Başaranlar Apt.
Rize İli,Timya Lokantası,Ardeşen,904647151166,Cumhuriyet Mahallesi
Rize İli,Akasya Alabalık Tesisleri,Ardeşen,5326172174,Ayder Yolu 8. Km.
Rize İli,Bahar Kebap Salonu,Ardeşen,7152846,Cumhuriyet Cad. No:38/A
Rize İli,Dolana Pide ve Kebap Salonu,Ardeşen,7151166,Deniz Mah. Atatürk Cad. Ardeşen Merkez
Rize İli,Sofra Pide ve Kebap Salonu,Ardeşen,7151134,Merkez Mah. Atatürk Cad. No:161/A
Ordu İli,KITIRTI FINDIK,Ordu,04522141017,Sarkiye Mah. Kazimkarabekir Cad. No:10/A
Ordu İli,Pizza Pizza,Ordu,"
",Bahçelievler Mah. Atatürk Bulv. MM Migros No:97 K:2
Ordu İli,Atom Tost,Ordu,2333099,Yeni Mah. Atatürk Bulv. No:76/B
Ordu İli,Ella Elis - Hayrettin Usta,Ordu,904522234223,Sarkiye Mah. Kulluk Sok. No:45
Ordu İli,Birbey Restaurant,Ordu,+(90)5447856160,Gulyali Mevkii
Ordu İli,HD Iskender,Ordu,2343934,Bahçelievler Mah. Atatürk Bulv. MM Migros No:97 K:2
Ordu İli,Çiğköfteci Ömer Usta,Ordu,2120272,Şarkiye Mah. Süleyman Felek Cad. No:119
Ordu İli,Konyali,Ordu,5004242,Duz Mahalle
Ordu İli,Karadeniz Pide,Ünye,3232855,Kaledere Mah. Hükümet Cad. No:8/S
Ordu İli,Yonca Cafe,Ünye,3234043,Liseler Mah. No:1 Ünye Merkez
Ordu İli,Uzunkum restaurant,Ünye,+(90)4523232022,Ataturk Mah Devlet Sahil Yolu No:190
Ordu İli,Çiğköfteci Ömer Usta,Ünye,3244599,Kalendere Mah. Hükümet Cad. No:1/B
Ordu İli,Marina Restaurant,Fatsa,4243719,Gölbaşı Mah.
Ordu İli,Çeşme cihan pide evi,Fatsa,04524412065,Kale Mah No:17 Bolama Fatsa Ordu
Samsun İli,Celal Usta,Bafra,5427930,Yaka Mah. Gençlik Cad. No:8/B Bafra Merkez
Samsun İli,Ali Kale Belediye Turistik Tesisleri,Bafra,5431524,Ali Kaya Cad.
Samsun İli,Saray Lokantası,Bafra,5438556,Alaçam Cad. No:121 Bafra Merkez
Samsun İli,Bafra Tandır Lokantası,Bafra,5432588,Beşyol Mevki Alaçam Cad. No:63 Bafra Merkez
Samsun İli,Bereket Pide,Bafra,5425196,Hacı Nabi Mah. Mağazalar Sok. No:6 Bafra Merkez
Samsun İli,Enka Yemek,Bafra,5424600,Yaşardoğu Cad. No:25 Bafra Merkez
Samsun İli,Bizim Pide,Bafra,5439105,19 Mayıs Cad. No:10 Bafra Merkez
Samsun İli,Ak Restaurant,Bafra,5478144,Derbent Baraji
Samsun İli,Tokalak Pide,Samsun,0.362 431 35 55,"Mecidiye Caddesi, Mecidiye Halk Pazari Girisi ilkadım"
Samsun İli,Diyar Çiğ Köfte,Samsun,2303013,Yeni Doğan Mah. Aziziye Cad. No:124
Samsun İli,Komagene,Samsun,4376178,Cumhuriyet Mah. Lozan Cad. No:16
Samsun İli,Köri cafe Restaurant,Samsun,03622371444,kazım karabekir mah
Samsun İli,The Facu Cafe ve Restaurant,Samsun,2301159,Istiklal Cad. No:128
Samsun İli,Aydın Balık Evi,Samsun,8320754,Yıldıray Çınar Sahil Yolu
Samsun İli,Temel Diyarbakir Ocakbaşı,Samsun,2311225,Zafer Mah. Letafet Cad. No:53
Samsun İli,Tadım Konak Lokantası,Samsun,8332217,Orta Mah. Çakmakcılar Cad. No:22
Samsun İli,Asos Restaurant,Samsun,4671847,Çakırlar Yalı Mah. 192 Sok. No:404
Samsun İli,Buluş Döner,Samsun,8762632,Çay Mah. No:7/A Terme Merkez
Samsun İli,Saray Pide,Samsun,8766458,Yeni Mah. Saray Cad. Aksoy İş Hanı No:6 Terme Merkez
Samsun İli,Derya Balık Restaurant,Samsun,2304010,Cumhuriyet Cad. No:82/A
Samsun İli,Diva Pide ve Kebap Salonu,Samsun,2669271,Kirazlık Mah. Atatürk Cad. No:124/A
Samsun İli,Komagene,Samsun,2020155,Adalet Mah. Karadeniz Cad. No:6 D:2
Samsun İli,Havuzbaşı Döner Salonu,Samsun,8766626,Fenk Mah. Cumhuriyet Meydanı No:1 Terme Merkez
Samsun İli,Pizza House,Samsun,4392655,Atatürk Bulv. Yeşilyurt AVM No:154 K:3
Samsun İli,Hanzade Pide,Samsun,8768373,Fenk Mah. Beyoğlu Cad. No:1 Terme Merkez
Samsun İli,Limon Cafe Fastfood,Samsun,4360065,Esenevleri Mah. Atatürk Bulv. No:143
Samsun İli,Halil İbrahim Dondurma & Limonata,Samsun,8763244,Çay Mah. Ünye Cad. No:9/B
Samsun İli,Yeni Çavuşoğlu,Samsun,8777543,Cumhuriyet Mah. No:191/A Terme
Samsun İli,Çalışkan Çiğ Köfte,Samsun,8769461,Fenk Mah. Atatürk Cad. No:18 Terme Merkez
Samsun İli,Mercan Balık Lokantası,Samsun,6112365,Liman Mah. Barınak Cad. No:15 Samsun Merkez
Samsun İli,Kısmet Restaurant,Samsun,0362 233 2443,Zafer Mah. Cumhuriyet Cad. No:90/A
Samsun İli,Etiler Marmaris Büfe,Samsun,4380130,Cumhuriyet Mah. 18. Sok. Güney Apt. No:15/A
Samsun İli,Hilal Dondurma ve Limonata Salonu,Samsun,8766948,Kocaman Cad. No:8 Terme Merkez
Samsun İli,Yes Mis Yemek Salonu,Samsun,8767579,Çay Mah. Ünye Cad. No:11/A Terme Merkez
Samsun İli,Karadeniz Pide,Samsun,8762063,Kocaman Cad. No:9 Terme Merkez
Samsun İli,Meşhur Adıyaman Çiğ Köftecisi Ömer Usta,Samsun,2338833,Zafer Mah. Istiklal Cad. No:99/B
Samsun İli,Lazita Keyf-i Kebap,Samsun,+(90)362 438 8 111,Adnan Menderes Bulvaril No:63/4
Samsun İli,En - Pi,Samsun,5115170,Engiz Mh. Osman Uzun Sk.
Samsun İli,şakayık,Samsun,903622305588,180-186 İstiklal Caddesi
Samsun İli,Damaktadı,Samsun,5114450,Atatürk Bulv. No:103
Samsun İli,Ballica Pide & Kebap Salonu,Samsun,5114762,"Pazar Mah. Fatih Bulv. No:13/A Ballica, Ondokuzmayis(Ballica)"
Samsun İli,Klas Pide,Samsun,5435109,Gençlik Cad. No:50/C Samsun Merkez
Samsun İli,19 Mayis Lokantası,Samsun,5112230,Mimar Sinan Mah. Ataturk Bulv.
Samsun İli,Pinar Restaurant,Samsun,714 7700,Ataturk Cad. Ancere Thermal Hotel No. 98
Samsun İli,Pizza Pizza,Samsun,"
",Çiftlik Mah. Lise Cad. No:32
Samsun İli,Fatihin Yeri,Samsun,+(90)05432732588,Sakarli Hurriyet Mah. Kozluk Sapagi Mevki Terme
Samsun İli,Özsüt,Samsun,2342839,Kılıçdede Mah. Istiklal Cad. No:165/A
Samsun İli,Erdem pide kebap salonu,Samsun,905317319104,Yeni Mahalle Cağaloğlu Bulvarı no:91 atakent
Samsun İli,Hanedan Sofrası,Samsun,5442939,Emir Efendi Mah.
Samsun İli,Havza Pide ve Lahmacun Salonu,Samsun,7142040,25 Mayıs Mah.
Samsun İli,Samara Restaurant,Samsun,4393400,"Denizevleri Mah. Adnan Menderes Bulv. No:71/A Atakum, Atakum"
Samsun İli,Öktemler Restaurant,Samsun,8750450,"Cumhuriyet Mah. Samsun Cad. No:252 Terme Merkez, Terme"
Samsun İli,Akçaabat Köfte Salonu,Samsun,6471110,Yeni Mah. İstiklal Cad. No:87 Vezirköprü Merkez
Samsun İli,Burger King,Samsun,4390039,Mimar Sinan Mah. Atatürk Bulv. No:33
Samsun İli,Schlotzsky's,Samsun,4392200,Denizevleri Mah. Atatürk Bulv. Yeşilyurt AVM No:154 K:2
Samsun İli,Yelken Balik Restaurant,Samsun,4318116,Cumhuriyet Mah. 19 Mayis Cad. No:56
Trabzon İli,Kuzen's Fast Food,Trabzon,3214734,Kahramanmaraş Cad. Ipekyolu Iş Merkezi No:4/D
Trabzon İli,Lokman Tatlı,Trabzon,2312323,Soğuksu Mah. Vatan Cad. No:32 Trabzon Merkez
Trabzon İli,Karpuzoğlu,Trabzon,8161004,Yerlice Köyü Düzköy Merkez
Trabzon İli,Tuğra Kebap & Pide Salonu,Trabzon,2280900,İnönü Cad. No:61 Akçaabat Merkez
Trabzon İli,Sandal Restaurant,Trabzon,3412322,Sancak Mah. Hükümet Cad. Sandal Otel
Trabzon İli,Bay Döner,Trabzon,3300417,Değirmendere Mevki Devlet Sahil Yolu Cad. Forum
Trabzon İli,Köfteci Uğur,Trabzon,+90 462 227 5916,Yaylacık Mah. Yarma Mevki No:66
Trabzon İli,Kilim Mantı Evi,Trabzon,3212737,Uzun Sok. No:46 D:1
Trabzon İli,Tolga Usta Pide ve Lahmacun Salonu,Trabzon,3225511,Yenicuma Mah. Boztepe Cad. No:35/A Trabzon Merkez
Trabzon İli,Kolotoğlu Köfte,Akcaabat,2281593,Sahil Park Alanı
Kastamonu İli,Onur Yemek Salonu,Kastamonu,3133053,Cumhuriyet Meydanı No:2 Tosya Merkez
Giresun İli,pastane,Bulancak,904543185722,Ballica Mah. Bahtiyar Aydin Cad. No 17
Giresun İli,Bodrum Lokantası,Giresun,2125272,Osmanağa Cad. No:6 D:8
Giresun İli,Kumanli Bakkaliyesi,Giresun,7114906,"Ptt Cad. Aslanli Pasaji Sebinkarahisar Merkez, Sebinkarahisar"
Giresun İli,Temizler Lokantası,Giresun,4293068,Korliman Mah. No:276
Giresun İli,Esnaflar Lokantası,Giresun,6115418,Topal Osmanağa Cad. No:14
Giresun İli,Dereli Pide Salonu,Giresun,3813511,Cemal Müdür Cad. No:70/A
Giresun İli,Dilek Çorba Ve Köfte Salonu,Giresun,3812394,Cemal Müdür Cad. No:42
Giresun İli,Dostlar Lokantası,Giresun,5813895,Bilal Güdük Cad.
Giresun İli,Doy Doy Tavuk Döner,Giresun,2121253,Gazi Cad. No:142
Giresun İli,Dörtyol Lokantası,Giresun,6113810,Dörtyol Mevki Gazi Mustafa Kemal Cad.
Giresun İli,Durak Restaurant,Giresun,4115138,Çarsı Mah. Liman Mevki
Giresun İli,Ellez Lokantası,Giresun,2161491,Fatih Cad. No:9
Giresun İli,Yeşilırmak Lezzet Lokantası,Giresun,7815036,Karşıyaka Mah. No:2/A
Giresun İli,Elmalılar Pide Salonu,Giresun,2167859,Gazi Cad. Dr. Baki Gürkan Sok. No:10
Giresun İli,Ender Kebap Salonu,Giresun,7114641,Bülbül Mah. No:5
Giresun İli,Erdem Lokantası,Giresun,2123528,Fevzi Paşa Cad. No:97
Giresun İli,Yaslıoğlu Lokantası,Giresun,4113001,Çarşı Mah. No:10/C
Giresun İli,Eren Pide Salonu,Giresun,4114054,Çarşı Mah. Gazi Paşa Cad. No:4
Giresun İli,Tirebolu Lezzet Lokantası,Giresun,4112974,Çarşı Mah. Liman Mevki No:16/E
Giresun İli,Evim Mantı,Giresun,2153698,Çıtlakkale Mah. Inonu Cad. Sabah Center AVM K:-2
Giresun İli,Turhanlar Pide,Giresun,2168486,Kapu Mah. Bekir Paşa Cad. No:14
Giresun İli,Fak Pide Salonu,Giresun,4113361,"Yenikoy Mah. No:114/A Tirebolu Merkez, Tirebolu"
Giresun İli,Garipoğlu Lokantası,Giresun,2129716,Hacı Miktat Mah. Fatih Cad. No:11
Giresun İli,Gizem Pide ve Kebap Salonu,Giresun,5814436,Sahil Cad.
Giresun İli,Göksüzler Lokantası,Giresun,3813890,Cemal Müdür Cad. No:74
Giresun İli,Gülistan Lokantası,Giresun,7113445,Postane Cad. No:14
Giresun İli,Tibor Restaurant,Giresun,2122878,İnce Dayı Sok. No:4 D:4
Giresun İli,Haci Usta Restaurant,Giresun,6496046,Trabzon Karayolu
Giresun İli,Hidiroğlu Pide Salonu,Giresun,4112311,Hamam Mah. Çatal Mevki No:211
Giresun İli,Huzur Restaurant,Giresun,6712862,Kazankaya Cad. No:15
Giresun İli,Işık Restaurant,Giresun,5812026,Avukat Bilal Güdük Cad. No:48
Giresun İli,Kulak Restaurant,Giresun,0454 649 6036 ,Kulak Mevki
Giresun İli,Çınar Cafe Restaurant,Giresun,4542169888,Çınarlar Mah. Dr. Baki Gürkan Cad. No:21
Giresun İli,Hacı Usta'nın Yeri 2,Giresun,2140910,Fındık Pazarı Hacı Miktat Mah. Satım Sok. No:3
Giresun İli,Dursun Akarsu,Giresun,2255908,Çaykara Mah. No:196
Giresun İli,Yonca Döner,Giresun,2164782,Hacı Siyam Mah. Inönü Cad. No:2/A
Giresun İli,Yiğit Döner,Giresun,2167565,Orhan Yılmaz Cad. No:106
Giresun İli,Yeni Meydan Lokantası,Giresun,7114793,Konuk Cad. No:9
Giresun İli,Yavuz Döner,Giresun,2141422,Cemal Gürsel Cad. No:117/B
Giresun İli,Akçın Büfeterya,Giresun,0454 212 52 80 ,Gazi Cad. No:75/A
Giresun İli,Tulumlar Kebap Ve Lahmacun Salonu,Giresun,6712249,Cumhuriyet Cad. No:56
Giresun İli,Toros Lokantası,Giresun,6112505,Merkez Mah. Kemal Şahin Cad.
Giresun İli,Lezzet Lokantası,Giresun,6712269,Hürriyet Cad. No:37/A
Giresun İli,Liman Lokantası,Giresun,2141819,Merkez Mah. Eski Yağcılar Sok. No:18
Giresun İli,Mehtap Lokantası,Giresun,7513151,Hürriyet Cad. No:40
Giresun İli,Meydan Lokantası,Giresun,4114984,Çarşı Mah. Hükümet Konağı
Giresun İli,Meydan Köfte Salonu,Giresun,5230558,Çavuşlu Beldesi Sahil Cad.
Giresun İli,Tadım Döner,Giresun,2126994,Fatih Cad. No:22/B
Giresun İli,Neconun Yeri,Giresun,2164130,Inönü Cad. No:2 D:1
Giresun İli,Oba Köfte Salonu,Giresun,6112074,Gazi Mustafa Kemal Cad. No:15/A
Giresun İli,Ocakbaşı Köfte Salonu,Giresun,2258790,Sanayi Sitesi 4. Blok No:32/C
Giresun İli,Bizim Ev,Giresun,2160274,Suat Akgün Sok. No:11/A
Giresun İli,Tosunoğlu Büfeterya,Giresun,2168713,Fındık Pazarı Mevki Haci Miktat Mah. No:2
Giresun İli,Köfteci Ismail,Giresun,2123693,Haci Miktat Mah. Dervisoglu Sok. Ekmekciler Pasaji No:34
Giresun İli,Köşem Lokantası,Giresun,2121097,Osman Ağa Cad. No:20
Giresun İli,Köşk Lokantası,Giresun,6712549,Cumhuriyet Cad. No:37
Giresun İli,Küçük Ev Pide Salonu,Giresun,4112400,Yeniköy Mah. Gazi Paşa Cad. No:56
Giresun İli,Kümbet,Giresun,2127293,Hacı Siyam Mah. İnönü Cad. No:40
Giresun İli,Leziz Pide Salonu,Giresun,2120524,Hacı Siyam Mah. Lale Sok. No:30/A
Giresun İli,Kabaloğlu Lokantası,Giresun,2125893,Kavaklar Mah. Gazi Cad. No:206
Giresun İli,Kader Köfte,Giresun,6114574,Cumhuriyet Bulv. No:14
Giresun İli,Kale Restaurant,Giresun,2161617,Hasan Ali Yücel Cad. No:2
Giresun İli,Kanaat Lokantası,Giresun,5813686,Mehmet Somoncuoğlu Cad. No:20
Giresun İli,Kardeşler Lokantası,Giresun,4516102,Merkez Mah. Belediye Cad.
Giresun İli,Kardeşler Lokantası,Giresun,6412539,Belediye Meydani Hükümet Cad. No:7
Giresun İli,Kılıçaslan Lokantası,Giresun,2167055,Cemal Gürsel Cad. No:88/A
Giresun İli,Özben Pide Salonu,Giresun,4715071,Merkez Mah. Doğankent Cad.
Giresun İli,Özgürcan Et Lokantası,Giresun,7114012,Fatih Mah. Konuk Cad. No:7
Giresun İli,Özlem Köfte Salonu,Giresun,7815265,Cami Kebir Sok. No:1
Giresun İli,Öztürkler Pide Salonu,Giresun,4292221,Demirci Mah. No:11
Giresun İli,Patanlar Lokantası,Giresun,4715018,Merkez Mah. No:51
Giresun İli,Sanayi Pide,Giresun,2258338,Sanayi Sitesi Gedikkaya Mah. D:20
Giresun İli,Şişman Köfte,Giresun,2161719,Fatih Cad. No:72/B
Giresun İli,Sevgi Lokantası,Giresun,2129967,Gazi Cad. Kılıççı İş Hanı No:83
Giresun İli,Seyişoğlu Köfte Salonu,Giresun,2336527,Barca Köyü Dere Yolu No:27
