sehir,isim,ilce,tel,adres
Antalya İli,Fethiye Abla Ev Yemekleri,Alanya,5122169,Saray Mah. Çangal Çıkmazı Özlem Apt. No:12
Antalya İli,Tranquilo Tapas Lounge,Alanya,+90 536 202 7362,Kumrular Caddesi
Antalya İli,Afiyet Kebap,Alanya,5117571,Şekerhane Mah. Eski Hal Cad. No:17/C
Antalya İli,Öz Konya Pide Kebap Salonu,Alanya,+(90)2425130042,Güller pınarı mah. Eşref Kahvecioğlu cad. Büyük Otel sok.No:29/A
Antalya İli,Deniz Corner,Alanya,5380224505,Cumhuriyet mahallesi 1409 sokak
Antalya İli,Famous Restaurant,Alanya,5134752,Gullerpinari Mah. Keykubat Cad. Best Beach Hotel No:39
Antalya İli,miami bistro &bar,Alanya,902425140447,Perl Erkebiskop Cd
Antalya İli,Yesil Vaha Cafe & Restaurant,Alanya,5725100,Gazi Pasa Mah. Milli Egemenlik Bulv. Bilgic Is Merkezi K:zemin
Antalya İli,Ailem Lokantası,Alanya,02425191192,Saray Mah. Galatasaray Cad. Uygun Apt. No:36
Antalya İli,Restaurant Sofra,Alanya,"
",mah Bazaar. Cad.temiz hotel mole seks nr. 8 / A
Antalya İli,Sultanahmet Koftecisi,Alanya,5152838,Cumhuriyet Mah. Keykubat Bulv. Alanyum Alisveris ve Eglence Merkezi No:219 K:2 D:305
Antalya İli,Cici Döner,Alanya,5119099,Cuma Pazarı Sinanoğlu Eski Evleri
Antalya İli,N Fast Burger,Alanya,5287626,Yeni Mah. Barbaros Cad. No:98/A
Antalya İli,by midye,Alanya,905322842411,2-60 23. Sokak
Antalya İli,Monalisa Restaurant,Alanya,+(90)242 512 16 43,Saray Mahallesi Hoca Ahmet Yesevi Caddesi No:34/C
Antalya İli,Aurora Hotel,Alanya,5121075,Saray Mah. Mehmet Akif Ersoy Cad. No:27
Antalya İli,Köle Köfte,Alanya, 0242 565 3204 ,Telatiye Mah. İstiklal Cad. 29 Sok. No:2
Antalya İli,Komagene,Alanya,5124564,Güllerpınarı Mah. Hasan Akçaoğlu Cad. No:60/A
Antalya İli,Konak Lokantasi,Alanya,5129968,Kizlarpinari Mah. Spor Cad. No:1/C
Antalya İli,Çorbacım Ocakbaşı,Alanya,3443107,Güvenlik Mah. Mimar Sinan Cad. 254 Sok. No:3 D:1
Antalya İli,Food,Alanya,"
",Elite Restaurant
Antalya İli,sultaneli İNEGÖL KÖFTECİSİ,Alanya,02425341188,Seapark Dolphin Park Karsisi
Antalya İli,Konyalı Hacıbey,Alanya,0242 513 3305 ,Şeker Hane Mah. Gönüllü Sok. Çalışer Apt. D:1/D
Antalya İli,Kısmet beach,Alanya,905012105684,Demirtas /Alanya
Antalya İli,Elvis Restaurant,Alanya,513 3023,Sekerhane Mah. Keykubat Cad. No.14
Antalya İli,Blues Kitchen,Alanya,+(90)2423242277,Fener Mah. Tekelioglu Cad. Astur Ceylan Sitesi 78/B
Antalya İli,Anadolu Kebap,Alanya,02425115034,Güllerpınarı Mah. Otel Sok. No:29
Antalya İli,Ferroni Coffee Roasting,Alanya,+902425194366,Gullerpinari Mahallesi Acikalin Sokak No :14/A
Antalya İli,Distroplas Restaurant,Alanya,5121636,Saray Mah. Guzelyali Cad. Cayir Apt. No:8
Antalya İli,Samdan Pastanesi,Alanya,902425193311,Saray Mahallesi Yunus Emre Caddesi
Antalya İli,Ziyafet Sofrası,Alanya,5117573,Şekerhane Mah. Şevket Tokuş Cad. Görgülü Apt. No:21/A Alanya Merkez
Antalya İli,Balcı Restaurant Cafe & Bar,Alanya,+(90)5382881002,Gol Mahallesi Dadaslar Caddesi Alkom 3. Sitesi Alti No : 23/B Alanya
Antalya İli,Lokanta Erbay,Alanya,5119093,Saray Mah. Cangal Sok. Beyaz Apt. No:3/A
Antalya İli,Dumanlar Kebap Salonu,Alanya,5136996,"Şekerhane Mah. Lale Sok. Burak Apt. No:3 Alanya Merkez, Alanya"
Antalya İli,Çınar Lokantası,Alanya,02425150854,Cumhuriyet Mah.
Antalya İli,Karakoy Borek,Antalya,2443261,Teoman Pasa Cad. Namli Apt. No:5/B
Antalya İli,Yicem,Antalya,3117980,"Meydankavağı Mah. Aspendos Bulv. No:54/B Meydankavağı, Muratpaşa"
Antalya İli,Teras Piknik,Antalya,+(90)5334888266,"Kent Ormanı Parkı, Kepez, Antalya"
Antalya İli,Camel Bar,Antalya,905380824400,Gelemis Koyu
Antalya İli,Konya Eregli Etli Ekmek,Antalya,3351905,Zafer Mah. Mithat Pasa Cad. Soycicek Apt. No:72/B
Antalya İli,Isparta Restaurant,Antalya,3395216,Dudenbasi Mah. Yeni Hal Yolu Cad. No:89
Antalya İli,Pasaport Pizza,Antalya,3248424,Tekelioglu Cad. No:41/A
Antalya İli,Gaziantepli Bozoglu Baklavacisi,Antalya,2373634,Meltem Mah. Meltem Halk Pazari D:6
Antalya İli,Al-Ya Gözleme Evi,Antalya,4394392,Girne Cad. Akdamlar Köyü
Antalya İli,Ustuneller Baklavacisi,Antalya,"
",Trt street yonca apartment altindag Antalya turkey
Antalya İli,Komagene,Antalya,2447776,Gençlik Mah. Otuz Ağustos Cad. Kendiroğlu Apt. No:3/B
Antalya İli,Dome Pico,Antalya,3405839,Sinan Mah. Antalya Alanya Yolu Deepo Outlet Center No:371 K:Zemin D:100
Antalya İli,Popeyes Louisiana Kitchen,Antalya,3247948,Fener Mah. Tekelioglu Cad. S'hemall Alisveris Merkezi No:3 K:2 D:68
Antalya İli,North Fish,Antalya,3402472,Sinan Mah. Antalya Alanya Yolu Deepo Outlet Center No:371
Antalya İli,Maya,Antalya,3406468,Sinan Mah. Antalya Alanya Yolu Deepo Outlet Center No:371 D:96
Antalya İli,Sera Pub,Antalya,3403125,Sinan Mah. Antalya Alanya Yolu Deepo Outlet Center No:371 D:89
Antalya İli,Tadim Pizza,Antalya,3400812,Sinan Mah. Antalya Alanya Yolu Deepo Outlet Center No:371 K:Giris
Antalya İli,Tawook,Antalya,3400717,Sinan Mah. Antalya Alanya Yolu Deepo Outlet Center No:371
Antalya İli,Lombardi Italian Cafe & Bistro,Antalya,3247870,Ozgurluk Bulv. Laura Alisveris Merkezi No:136 K:2
Antalya İli,Tostup,Antalya,3245395,Ozgurluk Bulv. Laura Alisveris Merkezi No:136 K:2
Antalya İli,Wings Up,Antalya,3240880,Ozgurluk Bulv. Laura Alisveris Merkezi No:136 K:2
Antalya İli,China Garden Restaurant,Antalya,242 248 7835,Bahcelievler Mah. Ataturk Parki 544 Ada
Antalya İli,Haci Hakki Bey,Antalya,2441230,Kazim Ozalp Cad. No:76/A
Antalya İli,Baki Doner,Antalya,3340675,Cumhuriyet Mah. Mehmet Sokullu Cad. Korkmaz Apt. No:20/C
Antalya İli,Cemal Usta BalIk Evi,Antalya,+(90)0(242) 229 31 35,"Arapsuyu Mahallesi, Belediye caddesi Senol Apt. No: 29 / A KonyaaltI"
Antalya İli,Nisantasi Borek & Manti,Antalya,3246492,2043 Sok. Melahat Gul Apt. No:3
Antalya İli,Ozyali Doner Kofte Piyaz Salonu,Antalya,3234831,Caglayan Mah. Yali Cad. No:394 D:1
Antalya İli,Harman Doner,Antalya,3239171,Tekelioglu Cad. Astur Sitesi A18 Blok No:98 D:1
Antalya İli,Misss Burger,Antalya,2448361,Kizilsaray Mah. Milli Egemenlik Cad. Katircioglu Apt. No:47/C
Antalya İli,Ristorante Pizzeria Roma,Antalya,3232624,Caglayan Mah. No:24
Antalya İli,Konyali Haci Usta,Antalya,3112800,Aspendos Bulv. Elicabuk Apt. A Blok No:195 D:3
Antalya İli,Aspendos Kofte & Piyaz,Antalya,3128553,Kiziltoprak Mah. Aspendos Bulv. Birlik Apt. No:59/A
Antalya İli,Beydili Kebap Center,Antalya,3111199,Zerdalik Mah. Burhanettin Onat Cad. Osman Cizme Apt. No:72/B
Antalya İli,Mr. Kokorec,Antalya,3162999,Sirin Yali Mah. Ozgurluk Bulv. No:108/A
Antalya İli,Sarigul Doner,Antalya,2411780,Tahil Pazari Mah. 461. Sok. No:1/B
Antalya İli,Taraca Restaurant,Antalya,2371199,Beach Park D:48
Antalya İli,Paskalya,Antalya,3169080,Sirinyali Mah. Ozgurluk Bulv. Arif Usta Apt. No:70
Antalya İli,Samsa Restaurant,Antalya,3380011,"Sebze Hali D:870 Kepez, Kepez"
Antalya İli,Pizza Arti,Antalya,2485551,Kisla Mah. 52. Sok. No:109/B
Antalya İli,Bizim Kofteci,Antalya,2285183,Toros Mah. Ataturk Bulv. No:96 D:3
Antalya İli,Lezzet-i Keyf,Antalya,3246247,Fener 1967 Sok. No:12 D:1
Antalya İli,Tork Gida,Antalya,3171230,Sirin Yali Mah. 1533. Sok. Gunnasir Apt. A1 Blok No:38 D:2
Antalya İli,Elazigli Cigkofteci Saim Usta,Antalya,3125858,Yesilbahce Metin Kasapoglu Cad. No:24
Antalya İli,Kuka Karadeniz Mutfağı,Antalya,2487535,Tahıl Pazarı Mah. 470 Sok. Kuk Erkal İş Merkezi Muratpaşa
Antalya İli,Ayvalık Tost,Antalya,3340777,Soğuksu Mah. Palmiye Cad. No:62/B
Antalya İli,Hosta Piknik,Antalya,2488980,Ataturk Cad. No:2
Antalya İli,Sultan Sofrasi Derwish,Antalya,242 323 70 70,2070 Sokak
Antalya İli,Ünlü Urfam Restaurant,Antalya,+(90)2423256300,Yeni Mahalle 2430 Sokak No:33
Antalya İli,Montana Horse Club,Antalya,4394280,Çakırlar Yolu
Antalya İli,İnceel Restaurant,Antalya,3246326,Fener Mah. Bülent Ecevit Bulv. Şef Apt. No:236 D:1-2
Antalya İli,Pizza Pizza,Antalya,3237978,Ozgurluk Bulv. Laura Alisveris Merkezi No:136 K:2 D:73
Antalya İli,Pizza Pizza,Antalya,"
",Fabrikalar Mah. Fikri Erten Cad. OzdilekPARK No:2 K:2 D:228
Antalya İli,Karagöz&Hacivat Bistro-Cafe,Antalya,+(90)5064836237,Kılınçarslan mah kaledibi sok no:20 muratpaşa/antalya
Antalya İli,Gundogdu Pide Salonu,Antalya,3212711,Ali Cetinkaya Cad. No:93
Antalya İli,Serbetci Baklava,Antalya,902422440488,Balbey mah. 403 sokak
Antalya İli,Buffet,Antalya,3464795,Fabrikalar Mah. Fikri Erten Cad. OzdilekPARK No:2 K:2 D:225
Antalya İli,Değirmenci Baba,Antalya,2299000,Arapsuyu Mah. 7. Cad. Deniz Apt. No:39 D:2
Antalya İli,Değirmenci Baba,Antalya,2271044,Avni Tolunay Mah. Hürriyet Cad. No:268
Antalya İli,Murat Dondurma,Antalya,5132879,"Hacet Mah. No:1/B Alanya Merkez, Alanya"
Antalya İli,Mavi Boncuk,Antalya,3166261,Şirinyalı Mah. 1524 Sok. Burcu Apt. No:7/A
Antalya İli,Değirmenci Baba,Antalya,2379772,Meltem Mah. 2. Cad. Halk Pazarı D:1 Muratpaşa
Antalya İli,Orchide A La Carte Restaurant,Antalya,3120135,Aspendos Bulv. Latanya City Hotel No:36
Antalya İli,Alpedo Dondurma,Antalya,2216648,Akdeniz Sanayi Sitesi 5043. Sok. D:42
Antalya İli,Lougue,Antalya,2490700,Dumlupinar Bulv. Hillside Su Hotel
Antalya İli,Safran Ev Yemekleri,Antalya,3126171,Tarım Mah. Perge Bulv. Gündoğdu Sit. B Blok No:3
Antalya İli,Tutus Ev Yemekleri,Antalya,3217574,Yesilbahce Mah. Mehmet Kasapoglu Cad. Mancarlar Apt. No:40 D:2
Antalya İli,Altındal Lokantası,Antalya,3380165,Toptancı Sebze Hali No:844
Antalya İli,Mis Doner,Antalya,2473872,Ataturk Cad. 1254. Sok. No:67-68
Antalya İli,Ezgi Et Lokantası,Antalya,2438000,Yeşilbahçe Mah. 1471 Sok. Özer Residance No:4
Antalya İli,Ali Haydar Ocakbaşı,Antalya,2476430,Gençlik Mah. Fevzi Çakmak Cad. Cebeceli Apt. No:12 Muratpaşa
Antalya İli,Mert Kebap Salonu,Antalya,2446146,Kizilsaray Mah. Dolaplidere Cad. No:34
Antalya İli,Komagene,Antalya,3212031,Yeşilbahçe Mah. Metin Kasapoğlu Cad. Yorgancıoğlu Sitesi No:29
Antalya İli,Çaça Balık,Antalya,2428143555,"Yali Caddesi No:5, Kemer Marina, Kemer/Antalya"
Antalya İli,Hacivat Döner,Antalya,3416003,Sinan Mah. Antalya Alanya Yolu No:371 K:Giriş D:101
Antalya İli,Harun Usta,Antalya,05364801110,150. Sokak 36A
Antalya İli,Arka Bahçe,Antalya,90 242 243 3770,barbaros mahallesi civelek sokak no12
Antalya İli,Meshur Adiyaman Cig Koftecisi Omer Usta,Antalya,2474719,Kizilsaray Mah. Milli Egemenlik Cad. Dallar Pasaji No:1/B
Antalya İli,Sofra Restoran,Antalya,8361319,Atatürk Meydanı Gürsoy Sok. No:8 Antalya Merkez
Antalya İli,Değirmenci Baba,Antalya,2477548,Tahılpazarı Mah. Kazım Özalp Cad. 463 Sok. Muratpaşa
Antalya İli,Venice cafe bistro,Antalya,5326332183,Turizm yolu Tesisler Cad.Perge Avm No:16
Antalya İli,Sapys,Antalya,3248889,Özgürlük Bulv. Laura Alışveriş Merkezi No:136 K:2
Antalya İli,Pasaport Pizza,Antalya,2289933,Öğretmenevleri Mah. Atatürk Bulv. 901 Sok. Canse Apt. No:128 D:2 Konyaaltı
Antalya İli,Dürüm Et,Antalya,2301576,Meltem Mah. 100. Yıl Bulv. Migros AVM No:155/C K:3
Antalya İli,By Köfteci Hakkı,Antalya,3238898,Fener Mah. 1946 Sok. İsmail Kaymak Apt. No:7
Antalya İli,Byygurme,Antalya,3248680,Fener Mah. Tekelioğlu Cad. TerraCity No:55 K:2
Antalya İli,Emin Aş Evi,Antalya,8875220,Meydan Mah. Gürbüzler Sok.
Antalya İli,Mediterrenaen Restaurant,Antalya,8249955,Çifteçeşmeler Mevki Sunland Resort & Spa
Antalya İli,Ham Ev Yemekleri,Antalya,3214654,Sinan Mah. 1257. Sok. No:3
Antalya İli,Papatya Cafe Ev Yemekleri,Antalya,2475123,Tahil Pazari Mah. 457. Sok. Eren Is Hani No:5 D:8
Antalya İli,Rivieara Park Restoran,Antalya,8161005,"Beycik Köyü Kemer Merkez, Kemer"
Antalya İli,Binboga Moda Dondurmalari,Antalya,3119197,Kizilirmak Cad. Gokalp Apt. No:1
Antalya İli,Atmaca Cafe,Antalya,2487276,Altin Dag Mah. 100. Yil Bulv. Durmaz Apt. No:2
Antalya İli,Oz Arabin Yeri,Antalya,2480398,Sinan Mah. 1254. Sok. Yadigar Is Hani No:6
Antalya İli,Saray Lokantasi,Antalya,2443445,Ataturk Cad. C Birlik Is Hani D:85
Antalya İli,Uyar Gozleme,Antalya,2290997,Arapsuyu Mah. Basaranlar Sitesi A Blok No:11 D:5
Antalya İli,Koprulu Restaurant,Antalya,4363440,Yeni Isparta Yolu
Antalya İli,Meru Döner,Antalya,242 8879887,"Meydan Mah. Denizyolu Cad. Öncel Apt. No:11 K:Zemin Kumluca Merkez, Kumluca"
Antalya İli,Uğur Ocakbaşı,Antalya,2292363,Atatürk Bulv. Şükrü Kaymaz Apt. 5. Blok No:54 D:4
Antalya İli,Burger King,Antalya,3247336,Ozgurluk Bulv. Laura Alisveris Merkezi No:136 K:2
Antalya İli,Değirmenci Baba,Antalya,3453313,Fabrikalar Mah. Fikri Erten Cad. ÖzdilekPARK No:2 K:2
Antalya İli,Palmen Restaurant,Antalya,+99 02427560748,Kumkoy
Antalya İli,Donerci,Antalya,3247927,Fener Mah. Tekelioglu Cad. S'hemall Alisveris Merkezi No:3 K:2 D:91
Antalya İli,Nice Ev Yemekleri,Antalya,0242 248 12 02,Tahıl Pazarı Mah. 473 Sok. No:3
Antalya İli,Tugra Restaurant,Antalya,3126700,Genclik Mah. Tevfik Isik Cad. No:8
Antalya İli,Işıklar Ocakbaşı,Antalya,+(90)5325051590,Genclik Mah. Isıklar cad. 1320 sk. Ali Horasan Apt. No:3/B Muratpaşa/Antalya
Antalya İli,Sahilkent Etli Pide & Kebap Salonu,Antalya,3432258,"Yükseliş Mah. Gazi Bulv. Demirciler 2 Apt. No:153 Kepez, Kepez"
Antalya İli,Mahper Otel,Antalya,2290313,Altınkum Mah. 422. Sok. No:8
Antalya İli,Bereket Döner,Antalya,02243244921,Fener Mah. Tekelioğlu Cad. TerraCity No:55 K:3
Antalya İli,Yaki restaurant,Antalya,242 836 10 33,"Ataturk Bulvari No 10, Kas"
Antalya İli,Pizza Tomato,Antalya,4214343,Yeniköy Mah. Atatürk Cad. No:1 Döşemealtı
Antalya İli,Berk Fast Food,Antalya,02423345108,Yıldız Mah. Yıldız Cad. Öz Güven Apt. No:6/A
Antalya İli,Yörem Ev Yemekleri,Antalya,0242 243 57 74,"Tahıl Pazarı Mah. 471 Sok. No:3/1, Muratpaşa"
Antalya İli,Yeşilvaha Park,Antalya,4192929,Bahtılıl Köyü Saklıkent Yolu No:184
Antalya İli,Kofte Diyari,Antalya,3119495,Tarim Mah. Aspendos Bulv. Erust Is Merkezi A Blok No:1
Antalya İli,TLG Chicken,Antalya,"
",Fabrikalar Mah. Fikri Erten Cad. Ozdilek Park No:2 K:2 D:228
Antalya İli,Çevre Etli Pide ve Kebap Salonu,Antalya,+(90)2423463118,Yükseliş Mah. 2127 sokak No:4/1 Kepez Antalya
Antalya İli,Muratpaşa Sofrası,Antalya,2431535,Kızılsaray Mah. 76. Sok. No:8/A
Antalya İli,Metro Restaurant,Antalya,3109595,Altinova Sinan Mah. Antalya Cad. Metro Grossmarket No:1
Antalya İli,Yazar Park,Antalya,00902423211999,Tarim Mah 1628 Sok
Antalya İli,Denizer Park Restaurant,Antalya,+90 242 259 0874,Liman Mah. 99 Sok.No:3/3-1
Antalya İli,Hacıbey Bursa Kebap,Antalya,3241611,Mehmetçik Mah. Aspendos Bulv. No:69/C
Antalya İli,sipsak bufe,Antalya,02423231814,Fener Mah Tekelioglu Cad Terra City Avm
Antalya İli,Damak Tadı Kebap Salonu,Antalya,2441137,Haşimişcan Mah. 1303 Sok. Kardeş Apt. No:1
Antalya İli,Home Cafe,Antalya,3215052,Meydan Kavagi Mah. Perde Cad. Gundogdu Sitesi No:18 K:2
Antalya İli,Antakya Doner,Antalya,5462867286,Sinan Mah. Ataturk Cad. 1254 Sk. 7/B
Antalya İli,Berran Lezzet Mekani,Antalya,2441105,Ataturk Cad. 1254 Sok. Sultan Is Hani D:14
Antalya İli,Berk Bufe,Antalya,3345296,Ozgurluk Mah. Mehmet Akif Cad. Konak Apt. No:1/A
Antalya İli,Birbey Islama Köfte,Antalya,3127045,Kızıltoprak Mah. Mevlana Cad. Aksu Apt. No:4/A
Antalya İli,Ayvalik Tost,Antalya,3169762,Ismet Gokcen Ozgurluk Bulv. Levent Apt. No:81 D:1
Antalya İli,Birlik Lokantası,Antalya,3458652,Sanayi Mah. 678. Sok. No:25
Antalya İli,Turkuaz Restaurant & Bar,Antalya,3109999,Lara Yolu Dedeman Antalya Hotel & Convention Center
Antalya İli,Patara Cafe,Antalya,3109999,Lara Yolu Dedeman Antalya Hotel & Convention Center
Antalya İli,Apo Ustanın Ev Yemekleri,Antalya,3229986,Sinan Mah. 1264 Sok. Mut Apt. No:9/A
Antalya İli,El-Beyk,Antalya,3468242,Cumhuriyet Mah. 628. Sok. No:1
Antalya İli,Meru Doner,Antalya,3244077,Ozgurluk Bulv. Laura Alisveris Merkezi No:136 K:2
Antalya İli,Arby's,Antalya,3244757,Antalya Tekelioglu Cad. 1979 Sok.
Antalya İli,Tatlici Tombak,Antalya,2485760,Eski Hal Mevki Evliya Celebi Cad. 591. Sok. No:2/B
Antalya İli,caglayan su cafe,Antalya,902422473521,Kisla Mah. 52 Sok. No 109/D
Antalya İli,Donerci,Antalya,3405852,Sinan Mah. Antalya Alanya Yolu Deepo Outlet Center No:371 D:101
Antalya İli,Redi's Restaurant,Antalya,2293772,Arapsuyu Mah. Ataturk Bulv. Yildiz Apt. No:91
Antalya İli,Eis Cafe,Antalya,+(90)5144330,"Çevreyolu Üzeri, Merkez Mah."
Antalya İli,Retro,Antalya,2422445129,Sk No:14/A (Saat Kulesi Girisi)
Antalya İli,Guneykent Restaurant,Antalya,2279451,Kultur Mah. 3805. Sok. No:42
Antalya İli,Üç Kardeşler Lokantası,Antalya,2487227,"Kışla Mah. 35 Sok. No:3 Çarşı, Muratpaşa"
Antalya İli,Kofteci Ramiz,Antalya,3346462,Fabrikalar Mah. Fikri Erten Cad. OzdilekPARK No:2 K:2 D:227
Antalya İli,Çelik Pide,Antalya,3402099,Düden Mah. Antalya Cad. No:219
Antalya İli,Azime Ablanın Ev Yemekleri,Antalya,2297130,Kuşkavağı Mah. Atatürk Bulv. Mustafa Çavuş Apt. No:153 D:1 Konyaaltı
Antalya İli,Piyazcı Zeki,Antalya,3234343,Fener Mah. 1968 Sok. Şahan Apt. No:33
Antalya İli,Kumrucu Tamer,Antalya,3169372,Kırcami Mah. Yalı Cad. Hamursuz Apt. No:1 D:5
Antalya İli,Keyf-Alem,Antalya,"
",Ataturk Parki
Antalya İli,Şah Sultan Türk Mutfağı,Antalya,2475710,Sinan Mah. 1251. Sok. No:40
Antalya İli,Pizza Pizza,Antalya,2481001,Balbey Mah. Ismet Pasa Cad. Saatci Ali Riza Is Hani No:7
Antalya İli,Pizza Pizza,Antalya,2301166,100. Yil Bulv. MMMMM Migros K:1 D:C-5
Antalya İli,Sultanahmet Koftecisi,Antalya,3240786,Ozgurluk Bulv. Laura Alisveris Merkezi No:136 K:2 D:77
Antalya İli,Hurma,Antalya,3540022,Altıntaş Mah. Öz Karakoyunlular Cad. No:118
Antalya İli,Şölen Piknik,Antalya,2478027,Deniz Mah. Güllük Cad. D:11/C
Antalya İli,Blue House,Antalya,8362171,Süleyman Sandıkçı Sok. No:9 Antalya Merkez
Antalya İli,Chicken Garden,Antalya,02423465820,Fabrikalar Mah. Fikri Erten Cad. Özdilek Park No:2 K:2 D:248
Antalya İli,Big Mamma's,Antalya,"
",Kuş Kavağı mahallesi Akdeniz Bulvarı No:158
Antalya İli,Kumrucu İso,Antalya,3213298,Zerdalilik Mah. Balıkçıoğlu Cad. Altıntaş Apt. No:4
Antalya İli,Kitini,Antalya,0242 230 1631,Meltem Mah. 100. Yıl Bulv. Migros Mall No:155/C K:3 D:C/14
Antalya İli,Gaziantep Salaş,Antalya,2476464,İsmet Paşa Cad. Atmaca Apt. No:32/A
Antalya İli,Evinizin Mutfağı,Antalya,3213483,Yeşilbahçe Mah. Avni Tolunay Cad. Baysal Apt. No:66
Antalya İli,Hacioglu Pidecim,Antalya,+(90)5348452727,"Konuksever Mahallesi 822 Sokak Kardelen Apartmani,No:14/1"
Antalya İli,Pizza Akdeniz,Antalya,2379596,"Yıldız Mah. Yıldız Cad. Ulusoy Apt. No:60 Bahçelievler, Muratpaşa"
Antalya İli,Antea Restoran,Antalya,2477709,Kışla Mah. 54. Sok. Günaydın Apt. No:6/A
Antalya İli,Küçük Çaltıcak,Antalya,3835845,Beydağları Milli Parkı
Antalya İli,Değirmenci Baba,Antalya,3390099,Güneş Mah. Yeni Topantı Hali D:833
Antalya İli,Paşa Kır Bahçesi,Antalya,902424395079,Cakirlar Sosyete Pazari Konyaalti
Antalya İli,Zula Balıkevi,Antalya,4192808,Yukarı Mah. Saklıkent Cad. No:129 Konyaaltı
Antalya İli,İkbal,Antalya,2301464,100. Yıl Bulv. MMMMM Migros No:155/C K:1 D:C/4 Konyaaltı
Antalya İli,Fesleğen Ev Yemekleri,Antalya,+(90)905357360834,şehitler cd. no:63
Antalya İli,Valide Ev Yemekleri,Antalya,3248581,"Çağlayan Mah. 2053. Sok. Issı Apt. No:18 Lara, Muratpaşa"
Antalya İli,Harman Restaurant,Antalya,"
",UlupInar Koyu CIralI Mahallesi
Antalya İli,Meru Doner,Antalya,2375757,Meltem Mah. 8. Cad. Takat Sitesi D:11
Antalya İli,Nezih Restaurant,Antalya,3160393,Sirinyali Mah. Ismet Gokcen Cad. No:57
Antalya İli,TLG Chicken,Antalya,"
",Meltem Mah. 8. Cad. Tokat Sitesi No:11
Antalya İli,The Brasserie,Antalya,3109999,Lara Yolu Dedeman Antalya Hotel & Convention Center
Antalya İli,Buyrun Anadolu Sofrası,Antalya,2216259,Akdeniz Oto Sanayi Sitesi 5010. Sok. No:102 D:24 Kepez
Antalya İli,doyum lahmacun,Antalya,00902423453540,Dumlupinar Bulvari No:49
Antalya İli,Uphill Lounge Restaurant,Antalya,2425100200,"Goldcity Tourism Complex,Kargicak,Alanya"
Antalya İli,Özen Tekirdağ Köftecisi,Antalya,+90 232 812 29 90,Çağlayan Mah. Barınaklar Bulv.
Antalya İli,Sibella Noodle House,Antalya,3236280,"Fener Mah. Tekelioğlu Cad. S'hemall Alışveriş Merkezi No:3 K:2 D:87 Fener, Muratpaşa"
Antalya İli,Özhuzur Döner,Antalya,+90 242 244 90 10,Kızılsaray Mah. Yener Ulusoy Bulv. 70. Sok. No:8
Antalya İli,Akdeniz Ev Yemekleri,Antalya,(0242)2489568,Adnan Menderes Bulv. Altıniş Apt. No:7 K:Giriş
Antalya İli,Pequno Pastavilla,Antalya,2475191,Elmalı Mah. 17. Sok. Dayılar İş Hanı No:3 D:4
Antalya İli,Fasülye Ev Yemekleri,Antalya,2440782,Adnan Menderes Bulv. Duman Apt. No:37 D:1
Antalya İli,Kandilli Mey&Meze,Antalya,+(90)242 2430050,Barbaros Mahallesi Kandiller Sokak No:51
Antalya İli,Kalamış Restaurant,Antalya,2410788,Kılıçaslan Mah. Park Sok. No:81
Antalya İli,Osmanlı Börek Fastfood,Antalya,3463035,Özgürlük Mah. Namık Kemal Bulv. No:1
Antalya İli,Börecce,Antalya,02422435754,Kızılsaray Mah. 82. Sok. Egemen İş Merkezi No:17
Antalya İli,Portofino Bistro,Antalya,3167313,Sirinyali Mah. Ozgurluk Bulv. Carrefour Expres No:5 K:1
Antalya İli,Özlem Kebap Pide Salonu,Antalya,2412905,Üçgen Mah. 96. Sok. No:1
Antalya İli,Alaila Restaurant,Antalya,753 5045,"Yali Mah. 1075 Sok. Side, Manavgat"
Antalya İli,Tantunicim,Antalya,2410225,"Güllük Cad. Selekler Çarşısı Muratpaşa, Muratpaşa"
Antalya İli,Özakçalar Pide,Antalya,3217262,"914. Sok. Yıldız Apt. No:11 D:1 Kızıltoprak, Muratpaşa"
Antalya İli,Kosova Köfte Evi,Antalya,5654048,"Telatiye Mah. Hal Yolu No:1/A Alanya Merkez, Alanya"
Antalya İli,Meshur Adiyaman Cig Koftecisi Omer Usta,Antalya,3459136,Fabrikalar Mah. Namik Kemal Bulv. Sari Vadi Apt. No:23 D:2
Antalya İli,Chef in Kalkan,Antalya İli Restoranları,+(90)533 692 41 23,Antalya/Kas/Kalkan
Antalya İli,Gizli Bahce,Antalya İli Restoranları,+(90)242 244 4042,Isiklar Caddesi Stadyum Karsisi No:01
Antalya İli,Pizza Base,Antalya İli Restoranları,+(90)2428143989,Lise Cad. Yasam Hastanesi Sirasi no 19
Antalya İli,Belek Balık Evi,Belek,+90 242 715 1788,Belek Beach Park
Antalya İli,En Vie Beach,Alanya,+(90) 242 511 12 56,Ahmet Tokus Blv. Keykubat Cad. 24
Antalya İli,Dome Pico,Antalya,2301125,Meltem Mah. 100. Yil Bulv. MMMMM Migros D:C-18
Antalya İli,Marmaris Büfe,Antalya,3248586,"1968 Sok. No:11 Fener, Muratpaşa"
Antalya İli,Ozsut,Antalya,2301393,Meltem Mah. 100. Yil Bulv. Migros Alisveris Merkezi No:155/C K:1
Antalya İli,Plaj Bar & Restoran,Antalya,2494949,Falez Mevki Sakıp Sabancı Bulv.
Antalya İli,Belmuar Restaurant,Kaş,+90 545 838 1234,Pınarbaşı sk Çamlıova mah No:6
