sehir,isim,ilce,adres
Adana İli,"
Adana Plaza Hotel
",Adana,Sumer Mahallesi 69168 sok. No:1
Antalya İli,"
Hadrian Gate Hotel
",Antalya,Barbaros Mah. Hesapçı Sokak No:8
Antalya İli,"
Özgürhan Otel
",Manavgat,Kemer Mah. Cennetler Cad. No:13
Antalya İli,"
Caligo Apart Hotel
",Alanya,Saray Mah. Damlataş Cad. Seral Sok. Alanya Merkez
Antalya İli,"
Stella Hotel
",Kemer,"Turizm Bulvari No:1, Camyuva"
Antalya İli,"
Maki Nur Hotel
",Kaş,Küçük Çakıl Mah. Kaş Merkez
Antalya İli,"
Ergün Otel
",Alanya,Kadı Paşa Mah. Bostancıpınarı Cad. 803. Sok. No:1 Alanya Merkez
Hatay İli,"
Antik Grand Otel
",Antakya,Hurriyet Caddesi No : 10
Antalya İli,"
Kuluhana Hotel & Apartments
",Kalkan,Yalı Boyu Mah. Kışla Cad. No:35
Antalya İli,"
Deha Hotel
",Mahmutlar,149 Mahmutlar Kasabasi
Antalya İli,"
Eftalia Marin Hotel
",Türkler,Merkez MH. Akdeniz Blv. No 4
Antalya İli,"
Bacchus Pansiyon
",Antalya,"Kılınçarslan Mah. Zeytin Çıkmazı Sok. No:6 Gençlik, Muratpaşa"
Antalya İli,"
Villa Sun Flower Apart Otel
",Alanya,Kadir Pasa Mh. Cuceler Sk. NO:6
Antalya İli,"
Blue Diamond Alya
",Alanya,Oba Mah.
Antalya İli,"
Seaport Hotel
",Alanya,İskele Cad. No:82 Alanya Merkez
Antalya İli,"
Hotel Monachus & spa
",Manavgat,PK 15
Antalya İli,"
Horizon Apart Otel
",Alanya,Cumhuriyet Mah. Kardelen Sok. No:1 Alanya Merkez
Antalya İli,"
Hotel Grün
",Kızılot,Kızılot Mevki
Antalya İli,"
Kaptan Otel
",Alanya,Çarşı Mah. İskele Cad. No:70
Antalya İli,"
Hotel Begonvil
",Kaş,Koza Sok. No:13
Antalya İli,"
Sayanora Otel
",Manavgat,Denizbükü Mevki Begonya
Antalya İli,"
New Bonn Resort
",Kemer,Deniz Caddesi No: 31
Antalya İli,"
Adrasan Deniz Hotel
",Adrasan,Mahallesi 114. Sok. Adrasan
Antalya İli,"
Aygün Pansiyon
",Çıralı,Ulupinar Koyu Cirali Mah. No: 42
Antalya İli,"
Sun Otel
",Alanya,Keykubat Cad.
Antalya İli,"
Sumela Garden Hotel
",Kemer,Ciftecesmeler Mevkii
Antalya İli,"
Turkiz Apart Hotel
",Kemer,Yali Caddesi No 3
Antalya İli,"
Kleopatra Atlas Hotel
",Alanya,Carsi Mah. Seral Sokak
Antalya İli,"
Akasya Otel
",Manavgat,Lale Sok. No:9
Antalya İli,"
Grand Zaman Garden Hotel
",Alanya,Saray Mahallesi Atatürk Caddesi No:132
Antalya İli,"
Seker Resort Hotel
",Kiriş,Kiris Mah. Sahil Sok. No 20
Antalya İli,"
Patara Golden Pension
",Patara,Gelemiş Köyü
Adana İli,"
Mavi Sürmeli Otel
",Adana,"İnönü Caddesi 109 Seyhan Merkez, Seyhan"
Antalya İli,"
Oleander Hotel
",Manavgat,Ilıca Region Kumkoy
Antalya İli,"
Grand Uysal Apart Otel
",Alanya,Oba Göl Mevki 5. Sok. Alanya Merkez
Antalya İli,"
Club Marmara Kimeros Hotel
",Kemer,Göynük Mevki
Antalya İli,"
Papermoon Hotel & Apartments
",Kalkan,Yaliboyu Mah. Cumhuriyet Cad. No 63
Antalya İli,"
Club Big Blue
",Alanya,Cumhuriyet Mah. Karasaz Sok. No:27 Alanya Merkez
Antalya İli,"
Cesars Resort and Hotel
",Manavgat,Ilica Belediyesi Kumkoy mevkii Gomecli mh. 276 sk no 2
Antalya İli,"
Dragos Beach Hotel
",Kemer,Deniz Cad No 37
Antalya İli,"
Blue Star Hotel
",Alanya,Saray Mahallesi KIzlarpInarI Cad.
Antalya İli,"
Akkoç Butik Otel
",Gazipaşa,Cemal Paşa Mah. 63005 Sok. No:22
Antalya İli,"
Erendiz Kemer Resort Hotel
",Kemer,"Aslanbucak Mah. 263, Sok. 5"
Antalya İli,"
Aspendos Beach
",Taşağıl,"Fesleğenli Mevkii, Sancak Mah., Barbaros Sk., No: 9"
Adana İli,"
Emir Royal Hotel
",Adana,Kuruköprü Mah.özler cad.no:49
Antalya İli,"
Lotus Hotel
",Manavgat,Yalı Mah. 1003. Sok. No:16
Antalya İli,"
Poseidon Motel
",Manavgat,Selimiye Mah. Lale Sok. No:11
Antalya İli,"
Banana Club Otel
",Alanya,Cumhuriyet Mah. Sanat Okulu Cad. No:3 Alanya Merkez
Antalya İli,"
Artemis Princess Otel
",Alanya,Oba Göl Mevki Dadaşlar Cad. No:13 Alanya Merkez
Antalya İli,"
Orange Palace
",Manavgat,Evren Mah.29 sok no:11 Evrenseki beldesi
Antalya İli,"
Irem Apartments
",Manavgat,Side Futbol Sahasi Karsisi
Antalya İli,"
Ada Apartments
",Kaş,"Merkez Çukurbağ, Kaş"
Antalya İli,"
La Vitas Hotel
",Manavgat,Kumkoy Mevkii
Antalya İli,"
Club Felicia Village
",Manavgat,Ada Mevki Kızılot Beldesi
Antalya İli,"
Bone Club Sunset Hotel
",Manavgat,Yavrudoğan Mevki Çolakli
Antalya İli,"
Olympos Mitos Hotel
",Kumluca,Yazır Köyü Kilise Yakası Mevki No:138 Kumluca Merkez
Antalya İli,"
Kale Pansiyon
",Demre (Kale),Kekova Üçağız Köyü
Antalya İli,"
Lonicera City Hotel
",Alanya,Saray Mah. Mehmet Akif Ersoy Cad. No: 29
Antalya İli,"
Kalkan Suites
",Kalkan,Yalıboyu Mah. Nilüfer Cad. No:1
Antalya İli,"
Elysee Hotel
",Alanya,Ahmet Tokuş Cad. Selam Sok. No:2 Alanya Merkez
Adana İli,"
Edi's Premier Hotel
",Adana,Belediye Evleri Mahallesi Zahit Akdağ Bulvarı.No:2
Antalya İli,"
Flower Pansiyon
",Patara,Gelemiş Köyü Kaş Merkez
Antalya İli,"
Forest Park Hotel
",Kemer,Merkez Mah. Ataturk Cad. No. 103
Antalya İli,"
Sensimar Kemer Marina & Spa
",Kemer,Yali Caddessi No 3
Antalya İli,"
Seagull Hotel
",Beldibi,Çifte Çeşmeler Mevki Atatürk Cad. No:133
Hatay İli,"
Grand Bogazici Hotel
",Antakya,Defne Mh.Urgen Cd. Selale Karsisi Harbiye
Antalya İli,"
Hotel Pataros
",Patara,Patara Gelemis Koyu
Antalya İli,"
Hotel Linda
",Kaş,Kucuk CakIl PlajI Mevkii
Antalya İli,"
Tütav Adalya Otel
",Antalya,Kale İçi Mah. İskele Cad. No:72
Antalya İli,"
Muz Hotel
",Alanya,Kızlar Pınarı Mah. Dinek Mevki Emirgan Cad. No:5
Antalya İli,"
Rhapsody Hotel
",Kalkan,Cumhuriyet Cad. Nilufer Sokak No.48
Antalya İli,"
Gardenia Hotel
",Alanya,Saray Mah. Güzelyalı Cad. No:38 Alanya Merkez
Antalya İli,"
Patara Delfin Otel
",Patara,Gelemiş Köyü Kaş Merkez
Antalya İli,"
Sevgi Hotel
",Kalkan,Mentese Mah. Gul Sok. No 20
Antalya İli,"
Korient Hotel
",Kemer,Liman Cad. No:1 Kemer
Antalya İli,"
Zel Hotel
",Antalya,Barış Manço Cad. No:11
Antalya İli,"
Savk Hotel
",Alanya,Ataturk Cad. No.147
Antalya İli,"
Hotel AntRoyal
",Antalya,Gulluk Cad. No 66
Antalya İli,"
Grand Hotel Artside
",Çolaklı,Evrenseki Beldesi
Antalya İli,"
Lizo Hotel
",Kalkan,Milli Egemenlik Cad. Kalamar Yolu No:57
Mersin (İçel),"
Boğsak Pansiyon
",Taşucu,"İmam Uşağı Köyü Boğsak Mah. Taşucu, Silifke"
Antalya İli,"
Hotel Derin
",Beldibi,Atatürk Cad. No:336
Antalya İli,"
Olympos Inci Pansiyon
",Olimpos,Kilise Yakasi mah. No:33
Adana İli,"
Riva Resatbey Boutique & Business Hotel
",Adana,Resat Bey Mah. Adalet Cad. No 20
Antalya İli,"
Alaaddin Beach Otel
",Alanya,Saray Mah. Atatürk Cad. No:161 Alanya Merkez
Antalya İli,"
Hotel Kale
",Kaş,Yeni Cami Mah. No: 17
Antalya İli,"
Kahya Resort Hotel
",Avsallar,Buyukyer Sok. Ataturk Cad.Antalya
Antalya İli,"
Dizalya Palm Garden Hotel
",Alanya,Kulak mevki. Konakli
Antalya İli,"
Kandelor Hotel
",Alanya,Ataturk Cad. 903 Sok. No 15
Antalya İli,"
Murat Hotel
",Kemer,Merkez Mah 110 Sok No 9
Hatay İli,"
The Liwan Hotel
",Antakya,Gullubahce Mah. Silahli Kuvvetler Cad. No 5
Antalya İli,"
Azur Hotel Cirali
",Kemer,Ulupınar Köyü
Hatay İli,"
Büyük Özcihan Hotel
",Antakya,Hürriyet Mah. Atatürk Cad. No:15
Antalya İli,"
Özkaymak Select Resort
",Alanya,Alanya
Antalya İli,"
Sea World Resort & Spa
",Kızılağaç,Merkez Kızılağaç
Antalya İli,"
Golden Lotus Hotel
",Kemer,Deniz Caddesi No 13
Antalya İli,"
Anfora Otel
",Belek,Molla Fevzi Cad. No:47
Antalya İli,"
Adalya Ocean
",Antalya,Evrenseki Beldesi / Colakli
Antalya İli,"
Hotel Side Star Park
",Manavgat,Selimiye Mah
Antalya İli,"
Oba Time Hotel
",Alanya,Obagol Mevkii Hacikadiroglu Cad.No.24 Oba
Antalya İli,"
Nova Park Hotel
",Manavgat,Kumkoy Mevkii PK 15
Antalya İli,"
Puding Suit
",Antalya,Kaleici Mevki Barbaros Mah. Mescit Sok. No. 25
Antalya İli,"
Ananas Otel
",Alanya,Cumhuriyet Mah. 1410. Sok. Alanya Merkez
Antalya İli,"
Bella Vista Suit Hotel
",Alanya,Çarşı Mah. Meltem Sok. No 1
Antalya İli,"
Bellerofon Hotel
",Çıralı,"Ulupinar Koyu, Kemer Merkez"
Antalya İli,"
Kaleiçi Pansiyon
",Antalya,"Kılıçaslan Mah. Sakarya Sok. No:11 Gençlik, Muratpaşa"
Antalya İli,"
Sunpark Garden Hotel
",Alanya,Kadipasa mah. Odabasi sok. no:30
Antalya İli,"
Azak otel
",Alanya,Saray Mah. Atatürk Cad. No 149
Antalya İli,"
Wish Long Beach Hotel
",Manavgat,Manavgat - KIzIlagac
Antalya İli,"
Likya Pansiyon
",Demre (Kale),UcagIz Koyu KaleucagIz Demre
Antalya İli,"
Olimpos Zeytin Pansiyon
",Antalya,Olympos Mahallesi Yazır Koyu Kumluca
Antalya İli,"
Xeno Hotels Relax
",Alanya,Karayolu 12 Km Konaklı
Antalya İli,"
Changa Bungalows
",Adrasan,Karsiyaka Mah. Deniz Mevki 242. Sok. No:3 Kumluca Merkez
Antalya İli,"
Aida Hotel
",Çıralı,Ulupınar Köyü Çıralı Mah. Kemer Merkez
Antalya İli,"
Hotel Kayahan
",Kaş,Küçükçakıl Mevki Koza Sok. No:9 Kaş Merkez
Antalya İli,"
Kaktus Hotel
",Antalya,Arapsuyu Mahallesi 639 Sokak No13
Antalya İli,"
Barut Sorgun Sensatori
",Sorgun,"Sorgun Mahallesi, Ayıgürü Mevkii"
Antalya İli,"
Sunlight Garden
",Manavgat,Selimiye Mah. Yali Cad. Gul Sok
Adana İli,"
İnci Otel
",Adana,"Kurtuluş Cad. Kuruköprü Meydanı No:6 Seyhan Merkez, Seyhan"
Antalya İli,"
Hotel Ferah
",Kaş,hükümet cad. küçük çakıl mevki no:33 kaş/antalya
Mersin (İçel),"
Tayfun Hotel
",Anamur,Dolphin Quay Road Interchange Nr.: 176
Antalya İli,"
hotel sema
",Patara,Kokluk Mah. Gelemis Koyu
Antalya İli,"
Aşiyan Otel
",Kalkan,Menteşe Mah. Açelya Sok. No:18
Antalya İli,"
Ilhan Otel
",Manavgat,Eski Side Çağla Sok. No:2
Antalya İli,"
The Corner Park
",Antalya,"Akdeniz Bulvari, Arapsuyu Mah"
Antalya İli,"
Dizalya Club
",Alanya,Kulak mevki
Antalya İli,"
Terrace Elite Resort
",Gündoğdu,Sancak Mahallesi 60.Sokak No:4
Antalya İli,"
Myra Apart Hotel
",Manavgat,Cennetler Mevki Kemer Mah. Fatih Sultan Mehmet Bulv. 1534 Sok. No:2 D:4
Antalya İli,"
Alanya Beach Otel
",Alanya,Güllerpınarı Mah. Saraçoğlu Cad. No:6 D:1 Alanya Merkez
Antalya İli,"
Hotel Blue Sea Garden
",Antalya,"Kılıçarslan Mah. Hesapçı Sok. No:65 Gençlik, Muratpaşa"
Antalya İli,"
Novum Garden Side
",Çolaklı,Yavrudoğan Köyü
Antalya İli,"
Marin Hotel
",Beldibi,21 Sok. No:23
Antalya İli,"
Pera Inn Hotel
",Alanya,Gullerpinari Mah. Mollaosman Cad. No 3
Antalya İli,"
Mitos Hotel
",Alanya,Fatih Cad. No:33 Alanya Merkez
Antalya İli,"
Melas Hotel
",Manavgat,Side Mah. Süleyman Demirel Bulv.No:5
Antalya İli,"
Naturel Pansiyon
",Antalya,Selcuk Mh. Mermerli Banyo Sk. No:8
Antalya İli,"
Moonstone House
",Kalkan,Ambarlar Arasi Mevki Saribelen Koyu
Antalya İli,"
Kas Uygulama
",Kaş,Gokceoren Koyu Gokseki Mahallesi Antalya
Antalya İli,"
Safari Hotel
",Antalya,Yuksekalan Mah. Fahrettin Altay Cad. 485 Sok. N.4
Antalya İli,"
Club Otel Rama Beldibi
",Beldibi,Ciftecesmeler Mevki Beldibi
Antalya İli,"
Acar Pansiyon
",Olimpos,Yazir Koyu
Antalya İli,"
Hotel Magnolia
",İncekum,Fuğla Mevki
Hatay İli,"
Erdinc Apart Otel Arsuz
",İskenderun,Ulucinar Mah. Menekse Sok. No.12
Antalya İli,"
Akca Hotel
",Elmalı,Karyagdi Mah. Sakir Akca Sok. No: 9
Antalya İli,"
Hotel Semoris Side
",Manavgat,Cennetler Mevki Selimiye Mah. 512 Sok.
Antalya İli,"
Rose Mary Pansiyon
",Çıralı, 
Antalya İli,"
Laphetos Beach Resort & Spa
",Manavgat,Cenger Koyu Mevkii - Kizilot
Antalya İli,"
Sorgun Buyuk Thermal
",Sorgun,Yeni mah. Sivas Asfalti Kaplicalar mevkii
Antalya İli,"
Beymelek Tas Evler
",Demre (Kale),Beymelek Beldesi Iskele Mahallesi Yukari Beymelek Caddesi No:36
Antalya İli,"
Hotel Zurich
",Antalya,Kaleici Kilicaslan Mah. No: 18
Antalya İli,"
Jungle Bells Hostel
",Adrasan,"Deniz Mah. 3 Bük Mevki Adrasan Plajı Çavuşköy, Kumluca"
Antalya İli,"
Apollonia Lodge
",Kaş,"Bogazcik Apollonia Resort Antalya, 57"
Antalya İli,"
Grand Troika Hotel
",Alanya,Konakli Kasabasi Talatiye Mah.
Antalya İli,"
Grand Kemer
",Kemer,Cumhuriyet Mahallesi Sahil Yolu Caddesi 23
Mersin (İçel),"
Grand Hotel Hermes
",Anamur,İskele Mah. İskele Cad.
Antalya İli,"
Golden Ring
",Antalya,100 Adnan Menderes Bulvari
Antalya İli,"
Glaros Otel
",Alanya,Saray Mah. Atatürk Cad. Oral Sok. No: 13
Antalya İli,"
First Class Hotel
",Alanya,Gazipasa Yolu Uzeri
Antalya İli,"
Fiesta Club
",Türkler,Turkler Kasabasi
Antalya İli,"
Europa Beach Hotel
",Alanya,Ataturk Cad. No: 74 Tosmur
Antalya İli,"
Erkal Resort Hotel
",Kemer,Yeni Mah. Atatürk Bulv. 519 Sok. No:7
Antalya İli,"
Erika Garden Apart Hotel
",Manavgat,Cennetler Mevkii
Antalya İli,"
Erdem Otel
",Antalya,Akdeniz BulvarI 122
Antalya İli,"
Eliz Beach
",Alanya,A/P Gerpelit Mevkii
Antalya İli,"
Ekol Otel
",Kemer,Ataturk Cad 147
Antalya İli,"
Ege Montana
",Beldibi,Ciftecesmeler Mah. Ataturk Cad. No: 516
Antalya İli,"
Dream Paradise Hotel
",Manavgat,Bingesik Mevkii P.k. 146 Side 146
Antalya İli,"
Dream Garden Hotel
",Alanya,Gerpelit Mevkii
Antalya İli,"
Daisy Garden Hotel
",Manavgat,Denizbükü Mevki 1097 Sok
Antalya İli,"
Country Resort
",Kemer,Turizm Bulv. No:10 Çamyuva
Antalya İli,"
Corinthia Art Hotel
",Kemer,Kiziltepe Mevkii
Antalya İli,"
Grand Troyka
",Alanya,Telatiye Mah Mustafa Kemal Bulvari No: 63
Antalya İli,"
Club Verano
",Manavgat,Bingesik Mevkii
Antalya İli,"
Club Tess Hotel
",Alanya,Kale Mahallesi Iskele Mevkii Sancak Sokak No:5
Antalya İli,"
Club Lagonya Garden
",Belek,Çamlık Mah. Turizm Cad.
Antalya İli,"
Club Hotel Rasputin
",Avsallar,Avsallar Mevkii
Antalya İli,"
Club Hotel Belkon
",Serik,Üç Kum Tepesi Mevki Kadriye
Antalya İli,"
Club Hotel Belant
",Kemer,Bildibi 3
Antalya İli,"
Club Fontana Life 4
",Kemer,Kiriş Mahallesi Sahil Cad.
Antalya İli,"
Club Enjoy Beach
",Okurcalar,Okurcalar Kasabasi Yali Mah. No:9
Antalya İli,"
Club Cemar Beach Hotel
",Kemer,fugla mevkii - Turkler Beldesi
Antalya İli,"
Club Bedesten
",Alanya,Ikale Hisarii 9
Antalya İli,"
Club Beach Park
",Kemer,Merkez mah Dumlu Pinar cad no 2-4-6
Antalya İli,"
Club Ares Kemer
",Kemer,Yenimahalle Ataturk Bulvari No: 39/1
Antalya İli,"
Cleo Mare Hotel
",Alanya,Atatürk Cad. Türkmenbaşı Sok. No:3 Alanya Merkez
Antalya İli,"
City Live Hotel
",Antalya,Fener Mah.Falez Cad.No:3 Muratpasa
Antalya İli,"
Cinar Butik Hotel
",Antalya,Ataturk Caddesi/hasimiscan Mah 1295 Sok
Antalya İli,"
Cender Hotel
",Antalya,Isiklar Caddesi
Antalya İli,"
Blue Moon Beach
",Alanya,Buyukyer Mah. Kucukgol Mevkii Payallar KasabasI
Antalya İli,"
Blue Dream Otel
",Alanya,Güllerpınarı Mah. Ergün Sok. No:9 Alanya Merkez
Antalya İli,"
Blue Camelot Beach Hotel
",Alanya,D-400 Mersin Karayolu Üzeri Tosmur
Antalya İli,"
Zeybek 2 Pension
",Patara, 
Antalya İli,"
Best House Turkish Riviera AYT
",Alanya,Fatih Cad.Obagol Mevkill
Antalya İli,"
Best House Apart 2
",Alanya,Saray Mah. Çevre Yolu Cad. No:82 Alanya Merkez
Antalya İli,"
Belvista Hotel
",Kemer,Cumhuriyet Mah. Sakıp Sabancı Cad.
Antalya İli,"
Belpoint Beach Hotel
",Beldibi,Atatürk Cad 18.Sok No.6
Antalya İli,"
Begonya Hotel
",Alanya,Fatih Cad. N0 36 - Obagol
Antalya İli,"
Beach Club Pınara
",Kemer,Cumayeri Mah. Şehit Er Hasan Yılmaz Cad. No:4
Antalya İli,"
Bagana Horse Club
",Antalya,YukarI Karaman
Antalya İli,"
Azak Beach Hotel
",Alanya,Saray Mh.Güzelyalı Cd. 35
Antalya İli,"
Astral Apart Otel
",Manavgat,Alaylar Mevki
Antalya İli,"
Aska Club N Resort and Spa
",Okurcalar,Okurcular Kasabasi
Antalya İli,"
Arzu Otel
",Elmalı,Çökertme Mevki Hükümet Cad. Elmalı Merkez
Antalya İli,"
Armeria Hotel
",Kemer,Atatürk Bulvarı No: 2
Antalya İli,"
AquaBella Hotel
",Beldibi,Cifte Cesmeler Ataturk Caddesi No 123
Antalya İli,"
Aquabella Beach Hotel
",Beldibi,Ataturk Cad No 23
Antalya İli,"
Aperion Beach Hotel
",Manavgat,Sahil Küme Evleri Kızılot Beldesi
Antalya İli,"
Apaydin Hotel
",Antalya,Kultur Mah. 3825 Sk. No:2 Kepez
Antalya İli,"
Antalya Palace
",Antalya,"Çağlayan Mah. 2050 Sok. No:2 Lara, Muratpaşa"
Antalya İli,"
Angora Beach Hotel
",Alanya,Ataturk Cad Saray Mah Belen
Antalya İli,"
Olympos Çamlık Pansiyon
",Olimpos,Olympos Kumluca
Antalya İli,"
Angel Otel
",Antalya,"Lara Cad. Manolya Sok. No:10 Lara, Muratpaşa"
Antalya İli,"
Allstar Marinem Patara Resort
",Patara,Kalkan
Antalya İli,"
Alanya Klas Hotel
",Alanya,Gazi Paşa Yolu
Antalya İli,"
Agora Apart Hotel
",Alanya,Saray Mah. Bebek Sok. No/7
Antalya İli,"
Adrasan Bay Hotel
",Adrasan,Deniz Mah. İbrahim Kaptan Sok
Mersin (İçel),"
Admiral Otel
",Kızkalesi,Akdeniz Mah. Ali Kiya Cad. No:25
Mersin (İçel),"
Admiral Hotel
",Mersin,Akdeniz Mahallesi Ali Kiya Caddesi No:35
Antalya İli,"
Adalin Resort
",Kemer,Yeni Mahalle Stadyum Sokak
Antalya İli,"
Kervansaray Kundu Beach Hotel
",Antalya,Kundu Mevkii Antalya Merkez
Antalya İli,"
Mond Pansiyon
",Antalya,Paşa Cami Sok. No:25
Hatay İli,"
Northhill Hotel
",Antakya,Yeni Mah. Ataturk Cad. No:5/4 Kuzeytepe Beldesi
Antalya İli,"
Smartline White City Beach
",Alanya,Gerpelit Mevki
Antalya İli,"
Joy Long Beach Hotel
",Manavgat,Titreyengol Antalya
Antalya İli,"
Lara Olivia Hotel
",Antalya,Lara Cad No. 713
Antalya İli,"
Royal Rose Hotel
",Alanya,Turkler Beldesi
Hatay İli,"
Mozaik Otel
",Antakya,"Istikal Caddessi, No.18"
Antalya İli,"
Mola Hotel
",Alanya,Saray Mah Bebek Sok No 10
Antalya İli,"
Selinus Beach Club Hotel
",Alanya,"Yat Limani, Marina, Selinus Beach"
Antalya İli,"
La Vella Hotel
",Alanya,8.Sokak No:8 Obagol Mevkii
Antalya İli,"
Karyatit Otel
",Antalya,"Kılıçarslan Mah. Kadı Paşa Sok. No:7 Yatlimani (Kaleiçi), Muratpaşa"
Mersin (İçel),"
Yan Hotel
",Anamur,Iskele
Antalya İli,"
Eden Hotel
",Antalya,Arapsuyu Mah. 636 Sok. No:5 Arapsuyu
Antalya İli,"
Sunlife Plaza Hotel
",İncekum,Avsallar Kasabası No:76
Antalya İli,"
Carina Hotel
",Alanya,Saray Mah. Güzelyalı Cad. Nergiz Sok. No:4
Antalya İli,"
Pandora Hotel
",Kalkan,Yalıboyu Mah. Kışla Mevki Zeytinlik Cad. No:18
Antalya İli,"
Club Golden Lady
",Kemer,Yeni Mah Stadyum Sokak No 3
Antalya İli,"
Clup Hotel Ulaşlar
",Mahmutlar,Yeni Mah. Meydan Mevki
Antalya İli,"
Yunushan Boutique Hotel
",Antalya,"Barbaros Mah. Civelek Sokak No 30, Kaleici"
Hatay İli,"
Hataylı Otel
",İskenderun,"Çay Mah. Osmangazi Cad. Tayfun Sökmen Bulv. No:2 Sanayi, İskenderun"
Antalya İli,"
Özkaymak Alaaddin Otel
",Avsallar,Merkez Avsallar
Antalya İli,"
Kleopatra Blue Hawaii Hotel
",Alanya,Saray Mah Ataturk Cad No 148
Antalya İli,"
Club Xanthos
",Kalkan,Kalamar Koyu
Antalya İli,"
Galaxy Beach Hotel
",Mahmutlar,Cumhuriyet Mahallesi D-400
Hatay İli,"
Hotel Guney
",Antakya,Istikial Cad. 24
Antalya İli,"
Guney Brabant Hotel
",Antalya,Caglayan Mahallesi 2049 Sokak No 16
Antalya İli,"
Akberlin Hotel
",Antalya,Gürsu Mah. 306 Sok. No 14 Arapsuyu
Mersin (İçel),"
Liva Hotel
",Mezitli,Gmk Bulvari No 689
Antalya İli,"
Yildiz Hotel
",Manavgat,Kumkoy
Hatay İli,"
Onur Hotel
",Antakya,"İstiklal Cad. İstiklal Sok. No:10 Açıkdere Köyü, Antakya"
Antalya İli,"
İmeros Otel
",Beldibi,Çifte Çeşmeler Mah. Atatürk Cad
Antalya İli,"
Malis Garden
",Manavgat,Sarmasik sokak No. 9
Antalya İli,"
Laraworld Hotel
",Antalya,Guzeloba Mah. Manolya Sk. No. 21
Antalya İli,"
PR Club Gul Resort
",Kemer,Yeni mah Ataturk Bulvari
Antalya İli,"
Canseven Hotel
",Manavgat,Tilkiler Mevkii Colakli Side
Antalya İli,"
Best Ali Baba Hotel
",Alanya,Alanya Antalya Turkei
Antalya İli,"
Bahce Villa
",Çıralı,Cirali Mevkii Ulupinar Mah. No: 63
Antalya İli,"
Artemis Hotel
",Kemer,Çıralı Mah. Ulupınar Köyü Kemer Merkez
Mersin (İçel),"
Jasmine Court
",Mersin,Temmuz Cad. 20
Antalya İli,"
Patara Resort
",Patara,Kalkan
Antalya İli,"
Kleopatra Elite
",Alanya,Saray Mah. Ataturk Cad. No. 158
Antalya İli,"
Gortur Sunset
",Alanya,Kizlarpinari Mah. No. 484-486
Antalya İli,"
Samira Hotel
",Alanya,Obagol Mahallesi
Antalya İli,"
Latif Motel
",Beldibi,27 Sok
Antalya İli,"
Hotel Villa Orhon
",Antalya,Lara cad. Sirin YalI mah. No:3
Antalya İli,"
Cosmos Beach
",Alanya,Cosmos Beach
Antalya İli,"
Alanya Melani Hotel
",Alanya,Mesut Cad.11
Antalya İli,"
Mir Resort Seleda
",Alanya,Okurcalar Mevkii
Antalya İli,"
Green Park Holiday Village
",Sorgun,Sorgun Yoresi Titreyen Gol Mevkii
Antalya İli,"
Boss Club
",Mahmutlar,Cumhuriyet Mah Mahmutlar Kasabasi
Antalya İli,"
Bohemia Otel
",Alanya,Cumhuriyet Mah. Barbaros Cad. No:4 Mahmutlar
Antalya İli,"
Topaloglu
",Alanya,KIzlarpInarI Mah.Dinek Mevkii No:452
Antalya İli,"
May Marin
",Alanya,Esme Alani Mevkii Kargicak
Antalya İli,"
Hotel De Alangun
",Alanya,Ataturk Cad. No: 212
Antalya İli,"
Grand Moonlight Hotel
",Antalya,"Eski Lara Yolu, 2050. Sokak, No:2"
Antalya İli,"
Natur Hotel Alanya
",Türkler,Konakli Beldesi Alanya
Antalya İli,"
Simay Apartment
",Manavgat,Kumkoy Yolu
Antalya İli,"
Hotel Blue
",Kemer,Istiklal cad no 9 Icmeler Beach
Antalya İli,"
Oxford Apart Hotel
",Alanya,Yenilmez Sokak No 23
Antalya İli,"
Efsane Motel
",Manavgat,Selimiye Mah
Antalya İli,"
Hotel Kartal Yuvasi
",Kalkan,Kisla Mevkii
Antalya İli,"
Naturhaus Hotel
",Antalya,Beldibi Ciftecesmeler Mah. Comaklar Mevki Liman
Antalya İli,"
Kont Pansiyon
",Antalya,"Barbaros Mah. Kandiller Geçidi No:12 Gençlik, Muratpaşa"
Antalya İli,"
Beder Apartments
",Manavgat,", "
Antalya İli,"
Cem Hotel
",Manavgat,Posta kutusu 69
Antalya İli,"
Melissa Garden Apart Otel
",Manavgat,Yalı Mah. Kumköy Yolu
Antalya İli,"
Caretta Caretta Pansiyon
",Çıralı,Ulupınar Köyü Çıralı Mevkii No.465
Antalya İli,"
Forte Liberty Family Garden Resort
",Alanya,Konaklı
Antalya İli,"
Dogan 2 Hotel
",Manavgat,Belediyesi Selinye Mah Sahil Seridi
Antalya İli,"
Tac Naula Apartment
",Antalya,Saray Mah. Ataturk Cad. No: 234
Antalya İli,"
Marek Villas
",Belek,Ileribasi Mevkii P.K. :5
Antalya İli,"
Loyal Hotel
",Manavgat,Selimiye Mah Inonu
Antalya İli,"
Sunset Beach Hotel
",Alanya,Kestel Kasabası Kestel (Çamyolu)
Antalya İli,"
Akçahan Otel
",Antalya,Altınkum 470. Sok. No:33
Antalya İli,"
Phoenix Hotel
",Kalkan,Kalamar Yolu No:2
Antalya İli,"
Kleopatra Gondola Hotel
",Alanya,Kızlarpınarı Mah. Ali Dizdaroğlu Cad. 1509. Sok. No:12 Alanya Merkez
Antalya İli,"
Lenna Beach Resort
",Alanya,Iskele Mevkii Konakli Kasabasi Antalya
Antalya İli,"
Riva Club M
",Antalya,Alara River Turizm Merkezi
